<<<<<<< HEAD
category_id,category
=======
category_ids,category
>>>>>>> 968e7f0eddc2c23b943e70bf60d77159449526b8
cat1,food
cat2,music
cat3,technology
cat4,theater
cat5,film & video
cat6,publishing
cat7,games
cat8,photography
cat9,journalism
